Model,Feature_set,Param_space,Gene,train_statistic,test_statistic,train_P_value,test_P_value,test_Mean_Squared_Error,train_Mean_Squared_Error,n_trials,Total_train,Total_test,n_alphas,fit_intercept,eps
RandomForestRegressor,Featset1,Original,SCN9A,0.48974458358623785,-0.028592633398394445,4.896870530194785e-13,0.8211279115850558,0.06677801401196425,0.046748358679769585,10,193,65,961,True,0.020455554637995067
