Model,Feature_set,Param_space,Gene,train_statistic,test_statistic,train_P_value,test_P_value,test_Mean_Squared_Error,train_Mean_Squared_Error,n_trials,Total_train,Total_test,n_estimators,max_depth,min_samples_split,max_features,max_samples
RandomForestRegressor,Featset1,Original,MSH3,0.7813395668608035,0.49323225171502477,8.097911850918894e-43,1.6026222087565148e-07,0.062479317693485664,0.03640545177921901,50,202,101,65,3,0.071329091091669,0.4624927732675051,0.6904375151368064
